Price,Close,Volume
Ticker,SPY,SPY
Date,,
2013-04-24,126.26179504394531,96781200
2013-04-25,126.77367401123047,131060600
2013-04-26,126.54969787597656,95918800
2013-04-29,127.39739227294922,88572800
2013-04-30,127.70130920410156,116010700
2013-05-01,126.58165740966797,138874200
2013-05-02,127.75731658935547,96407600
2013-05-03,129.0528564453125,144202300
2013-05-06,129.38070678710938,66882100
2013-05-07,130.03662109375,90359200
2013-05-08,130.62835693359375,97419200
2013-05-09,130.2604217529297,106738600
2013-05-10,130.68429565429688,103203000
2013-05-13,130.78822326660156,81843200
2013-05-14,132.1397705078125,119000900
2013-05-15,132.85154724121094,120718500
2013-05-16,132.22784423828125,109913600
2013-05-17,133.50738525390625,129801000
2013-05-20,133.49935913085938,85071200
2013-05-21,133.6912841796875,95804200
2013-05-22,132.6996307373047,244031800
2013-05-23,132.31576538085938,211064400
2013-05-24,132.2037811279297,151573900
2013-05-28,132.99551391601562,143679800
2013-05-29,132.1318359375,160363400
2013-05-30,132.6195831298828,107793800
2013-05-31,130.71633911132812,176850100
2013-06-03,131.43605041503906,168390700
2013-06-04,130.8042755126953,157631500
2013-06-05,128.9728240966797,211737800
2013-06-06,130.14048767089844,200225500
2013-06-07,131.7959442138672,188337800
2013-06-10,131.7959442138672,105667100
2013-06-11,130.43641662597656,159505400
2013-06-12,129.35671997070312,177361500
2013-06-13,131.32408142089844,163587800
2013-06-14,130.5004425048828,141197500
2013-06-17,131.508056640625,136295600
2013-06-18,132.54769897460938,114695600
2013-06-19,130.71633911132812,206149500
2013-06-20,127.47735595703125,321255900
2013-06-21,127.8865737915039,271956800
2013-06-24,126.27061462402344,222329000
2013-06-25,127.48461151123047,162262200
2013-06-26,128.74684143066406,134848000
2013-06-27,129.50259399414062,129483700
2013-06-28,128.971923828125,160402900
2013-07-01,129.72767639160156,131954800
2013-07-02,129.6071014404297,154863700
2013-07-03,129.66334533691406,75216400
2013-07-05,131.06219482421875,122416900
2013-07-08,131.8098907470703,108092500
2013-07-09,132.75860595703125,119298000
2013-07-10,132.8069610595703,121410100
2013-07-11,134.61582946777344,135592200
2013-07-12,134.67208862304688,104212700
2013-07-15,135.18661499023438,69450600
2013-07-16,134.68011474609375,88702100
2013-07-17,135.02584838867188,92873900
2013-07-18,135.7654571533203,103620100
2013-07-19,136.00662231445312,103831700
2013-07-22,136.27191162109375,79428600
2013-07-23,135.98248291015625,80829700
2013-07-24,135.48406982421875,112914000
2013-07-25,135.81369018554688,111088600
2013-07-26,135.95838928222656,107814600
2013-07-29,135.5403594970703,79695000
2013-07-30,135.5403594970703,85209600
2013-07-31,135.63682556152344,142388700
2013-08-01,137.2045440673828,110438400
2013-08-02,137.43768310546875,91116700
2013-08-05,137.2367401123047,54072700
2013-08-06,136.4568634033203,87495000
2013-08-07,136.01467895507812,84854700
2013-08-08,136.51321411132812,102181300
